country,year,iso_code,population,gdp
Brunei,2002,BRN,347470,
Bulgaria,2002,BGR,7974804,75.728.076.800.000
Burkina Faso,2002,BFA,12632278,15.543.233.536.000
Burundi,2002,BDI,6648951,4.917.697.536.000
Cambodia,2002,KHM,12561783,22.487.644.160.000
Cameroon,2002,CMR,15914029,35.058.536.448.000
Canada,2002,CAN,31322400,1.200.474.947.584.000
Cape Verde,2002,CPV,473237,1.787.223.040.000
Cayman Islands,2002,CYM,42480,
Central African Republic,2002,CAF,3930654,3.833.969.152.000
Chad,2002,TCD,8838371,6.982.869.504.000
Chile,2002,CHL,15693798,242.409.652.224.000
China,2002,CHN,1280926080,6.814.493.573.120.000
Colombia,2002,COL,40454056,344.483.168.256.000
Comoros,2002,COM,559053,705.937.280.000
Congo,2002,COG,3331170,14.180.940.800.000
Cook Islands,2002,COK,15049,
Costa Rica,2002,CRI,4122628,38.616.899.584.000
Cote d'Ivoire,2002,CIV,17683904,42.379.194.368.000
Croatia,2002,HRV,4482874,59.660.337.152.000
Cuba,2002,CUB,11170054,48.976.941.056.000
Cyprus,2002,CYP,982202,19.867.287.552.000
Czechia,2002,CZE,10238170,187.506.016.256.000
Democratic Republic of Congo,2002,COD,51662080,23.244.763.136.000
Denmark,2002,DNK,5378700,213.475.426.304.000
Djibouti,2002,DJI,789140,1.306.309.888.000
Dominica,2002,DMA,68281,415.538.976.000
Dominican Republic,2002,DOM,8795104,62.670.835.712.000
Ecuador,2002,ECU,13070617,94.405.017.600.000
Egypt,2002,EGY,74393760,501.186.265.088.000
El Salvador,2002,SLV,6011278,33.751.220.224.000
Equatorial Guinea,2002,GNQ,754127,12.944.267.264.000
Eritrea,2002,ERI,2547428,
Estonia,2002,EST,1379241,25.057.701.888.000
Eswatini,2002,SWZ,1050818,5.280.506.880.000
Ethiopia,2002,ETH,71073224,54.501.777.408.000
Faeroe Islands,2002,FRO,46837,
Falkland Islands,2002,FLK,3171,
Fiji,2002,FJI,849897,
Finland,2002,FIN,5200588,176.750.428.160.000
France,2002,FRA,59372784,2.107.291.205.632.000
French Guiana,2002,GUF,178744,
French Polynesia,2002,PYF,259142,
Gabon,2002,GAB,1341696,13.745.928.192.000
Gambia,2002,GMB,1522230,2.108.436.352.000
Georgia,2002,GEO,4061127,25.794.070.528.000
Germany,2002,DEU,81443424,2.851.462.971.392.000
Ghana,2002,GHA,20758324,42.979.041.280.000
Gibraltar,2002,GIB,27918,
Greece,2002,GRC,11096620,247.945.854.976.000
Greenland,2002,GRL,56591,
Grenada,2002,GRD,108246,
Guadeloupe,2002,GLP,417628,
Guam,2002,GUM,162581,
Guatemala,2002,GTM,12289867,73.277.358.080.000
Guinea,2002,GIN,8577787,9.080.053.760.000
Guinea-Bissau,2002,GNB,1285682,1.507.700.352.000
Guyana,2002,GUY,760326,
Haiti,2002,HTI,8661546,12.820.096.000.000
Honduras,2002,HND,7019912,22.983.632.896.000
Hong Kong,2002,HKG,6848847,218.185.318.400.000
Hungary,2002,HUN,10148404,151.325.425.664.000
Iceland,2002,ISL,287799,9.619.515.392.000
India,2002,IND,1098313088,2.989.575.634.944.000
Indonesia,2002,IDN,220115088,1.244.249.980.928.000
Iran,2002,IRN,67327120,708.074.733.568.000
Iraq,2002,IRQ,26255344,120.219.820.032.000
Ireland,2002,IRL,3894256,168.846.213.120.000
Israel,2002,ISR,6356697,158.357.520.384.000
Italy,2002,ITA,57107576,1.928.259.829.760.000
Jamaica,2002,JAM,2638248,18.032.736.256.000
Japan,2002,JPN,127301744,4.232.499.429.376.000
Jordan,2002,JOR,5275531,40.832.221.184.000
Kazakhstan,2002,KAZ,15338962,179.806.994.432.000
Kenya,2002,KEN,32779824,64.478.130.176.000
Kiribati,2002,KIR,92408,
Kuwait,2002,KWT,2047368,87.259.471.872.000
Kyrgyzstan,2002,KGZ,5026646,16.170.502.144.000
Laos,2002,LAO,5606103,13.872.425.984.000
Latvia,2002,LVA,2326150,30.072.958.976.000
Lebanon,2002,LBN,4446663,38.760.996.864.000
Lesotho,2002,LSO,1997537,3.773.087.744.000
Liberia,2002,LBR,3060603,3.998.735.616.000
Libya,2002,LBY,5405326,57.785.786.368.000
Lithuania,2002,LTU,3515799,42.971.131.904.000
Luxembourg,2002,LUX,445920,23.139.020.800.000
Macao,2002,MAC,449675,
Madagascar,2002,MDG,17211938,18.482.849.792.000
Malawi,2002,MWI,11784500,10.619.106.304.000
Malaysia,2002,MYS,24142448,328.308.785.152.000
Maldives,2002,MDV,292293,
Mali,2002,MLI,11952660,14.544.527.360.000
Malta,2002,MLT,404708,8.310.288.384.000
Martinique,2002,MTQ,425469,
Mauritania,2002,MRT,2821709,5.178.323.968.000
Mauritius,2002,MUS,1233974,17.171.389.440.000
Mexico,2002,MEX,100917080,1.275.458.093.056.000
Micronesia (country),2002,FSM,112005,
Moldova,2002,MDA,4147644,13.857.802.240.000
Mongolia,2002,MNG,2494622,8.569.503.232.000
Montserrat,2002,MSR,4627,
Morocco,2002,MAR,29301820,150.893.953.024.000
Mozambique,2002,MOZ,18694948,21.025.374.208.000
Myanmar,2002,MMR,46480236,101.591.490.560.000
Namibia,2002,NAM,1888531,12.022.087.680.000
Nauru,2002,NRU,10375,
Nepal,2002,NPL,25332178,41.501.458.432.000
Netherlands,2002,NLD,16057042,624.206.544.896.000
Netherlands Antilles,2002,ANT,286625,
New Caledonia,2002,NCL,230410,
New Zealand,2002,NZL,3948582,109.929.889.792.000
Nicaragua,2002,NIC,5259017,14.954.188.800.000
Niger,2002,NER,12456520,8.506.477.056.000
Nigeria,2002,NGA,129583032,344.837.226.496.000
Niue,2002,NIU,1990,
North Korea,2002,PRK,23638414,39.634.149.376.000
North Macedonia,2002,MKD,2064739,16.235.362.304.000
Northern Mariana Islands,2002,MNP,77177,
Norway,2002,NOR,4538435,267.060.707.328.000
Oman,2002,OMN,2403663,62.001.954.816.000
Pakistan,2002,PAK,163262800,504.824.791.040.000
Palestine,2002,PSE,3309493,12.429.343.744.000
Panama,2002,PAN,3120993,29.668.001.792.000
Papua New Guinea,2002,PNG,5892600,
Paraguay,2002,PRY,5286515,31.674.544.128.000
Peru,2002,PER,27334510,166.416.171.008.000
Philippines,2002,PHL,81285576,353.568.391.168.000
Poland,2002,POL,38647476,518.231.130.112.000
Portugal,2002,PRT,10430913,247.482.613.760.000
Puerto Rico,2002,PRI,3830775,115.553.681.408.000
Qatar,2002,QAT,713195,34.542.092.288.000
Reunion,2002,REU,805250,
Romania,2002,ROU,21653530,185.753.403.392.000
Russia,2002,RUS,145590144,1.773.704.445.952.000
Rwanda,2002,RWA,8372310,9.398.588.416.000
Saint Helena,2002,SHN,5875,
Saint Kitts and Nevis,2002,KNA,46288,
Saint Lucia,2002,LCA,161814,1.106.971.904.000
Saint Pierre and Miquelon,2002,SPM,6264,
Saint Vincent and the Grenadines,2002,VCT,113466,
Samoa,2002,WSM,186645,
Sao Tome and Principe,2002,STP,149852,330.763.136.000
Saudi Arabia,2002,SAU,22623412,518.914.113.536.000
Senegal,2002,SEN,10180944,21.278.959.616.000
Serbia,2002,SRB,7904272,53.983.948.800.000
Seychelles,2002,SYC,82448,1.181.094.272.000
Sierra Leone,2002,SLE,5140120,4.723.204.096.000
Singapore,2002,SGP,4176799,161.957.806.080.000
Slovakia,2002,SVK,5375206,80.015.532.032.000
Slovenia,2002,SVN,1983769,45.168.627.712.000
Solomon Islands,2002,SLB,450773,
Somalia,2002,SOM,9411108,
South Africa,2002,ZAF,47661516,376.468.996.096.000
South Korea,2002,KOR,47320664,1.203.066.634.240.000
Spain,2002,ESP,41477652,1.206.112.747.520.000
Sri Lanka,2002,LKA,19110706,109.263.151.104.000
Sudan,2002,SDN,27570326,
Suriname,2002,SUR,495678,
Sweden,2002,SWE,8926011,317.464.870.912.000
Switzerland,2002,CHE,7276479,333.238.534.144.000
Syria,2002,SYR,17164026,128.537.526.272.000
Taiwan,2002,TWN,22469622,610.723.430.400.000
Tajikistan,2002,TJK,6541758,12.792.779.776.000
Tanzania,2002,TZA,36353528,46.307.549.184.000
Thailand,2002,THA,64222576,645.971.836.928.000
Togo,2002,TGO,5281548,5.709.447.680.000
Tonga,2002,TON,103822,
Trinidad and Tobago,2002,TTO,1345970,26.224.117.760.000
Tunisia,2002,TUN,10094564,76.877.553.664.000
Turkey,2002,TUR,65988664,818.938.118.144.000
Turkmenistan,2002,TKM,4698972,26.092.257.280.000
Turks and Caicos Islands,2002,TCA,20620,
Tuvalu,2002,TUV,9630,
Uganda,2002,UGA,25545098,33.626.853.376.000
Ukraine,2002,UKR,47976540,301.087.064.064.000
United Arab Emirates,2002,ARE,3633665,187.898.953.728.000
United Kingdom,2002,GBR,59355688,1.983.811.813.376.000
United States,2002,USA,288350240,13.334.491.430.912.000
United States Virgin Islands,2002,VIR,107742,
Uruguay,2002,URY,3306446,37.250.879.488.000
Uzbekistan,2002,UZB,25579032,122.757.840.896.000
Vanuatu,2002,VUT,202141,
Venezuela,2002,VEN,25330926,314.345.783.296.000
Vietnam,2002,VNM,80642304,249.609.535.488.000
Western Sahara,2002,ESH,297420,
Yemen,2002,YEM,19660662,83.935.453.184.000
Zambia,2002,ZMB,10508294,17.492.738.048.000
Zimbabwe,2002,ZWE,11984643,24.872.458.240.000
Afghanistan,2003,AFG,22645136,21.074.343.936.000
Albania,2003,ALB,3092993,18.465.497.088.000
Algeria,2003,DZA,32055882,273.568.645.120.000
American Samoa,2003,ASM,57962,
Angola,2003,AGO,18124346,35.081.187.328.000
Antarctica,2003,ATA,,
Antigua and Barbuda,2003,ATG,78095,
Argentina,2003,ARG,38278164,504.301.027.328.000
Armenia,2003,ARM,3084107,19.928.737.792.000
Aruba,2003,ABW,92713,
Australia,2003,AUS,19699004,773.868.617.728.000
Austria,2003,AUT,8120105,294.604.374.016.000
Azerbaijan,2003,AZE,8462335,44.994.662.400.000
Bahamas,2003,BHS,338505,
Bahrain,2003,BHR,778260,16.810.481.664.000
Bangladesh,2003,BGD,136503216,242.360.090.624.000
Barbados,2003,BRB,267509,3.362.359.808.000
Belarus,2003,BLR,10065881,103.937.826.816.000
Belgium,2003,BEL,10402550,358.964.166.656.000
Belize,2003,BLZ,264006,
Benin,2003,BEN,7659211,14.127.733.760.000
Bermuda,2003,BMU,62490,
Bhutan,2003,BTN,634635,
Bolivia,2003,BOL,9057386,36.884.889.600.000
Bosnia and Herzegovina,2003,BIH,4183758,29.749.018.624.000
Botswana,2003,BWA,1826866,15.922.276.352.000
Brazil,2003,BRA,182629280,1.902.060.896.256.000
British Virgin Islands,2003,VGB,22004,
Brunei,2003,BRN,354049,
Bulgaria,2003,BGR,7917745,79.961.358.336.000
Burkina Faso,2003,BFA,13030600,16.390.236.160.000
Burundi,2003,BDI,6860854,4.852.463.616.000
Cambodia,2003,KHM,12787714,23.847.374.848.000
Cameroon,2003,CMR,16354324,37.066.948.608.000
Canada,2003,CAN,31619456,1.225.605.382.144.000
Cape Verde,2003,CPV,480095,1.904.397.568.000
Cayman Islands,2003,CYM,43881,
Central African Republic,2003,CAF,4026853,3.563.805.696.000
Chad,2003,TCD,9196374,8.110.154.752.000
Chile,2003,CHL,15859114,249.686.491.136.000
China,2003,CHN,1288873344,7.248.622.387.200.000
Colombia,2003,COL,41057688,357.898.059.776.000
Comoros,2003,COM,570142,731.630.272.000
Congo,2003,COG,3424664,14.627.809.280.000
Cook Islands,2003,COK,15100,
Costa Rica,2003,CRI,4188609,40.200.847.360.000
Cote d'Ivoire,2003,CIV,18116450,42.761.699.328.000
Croatia,2003,HRV,4461141,63.955.259.392.000
Cuba,2003,CUB,11199215,50.659.545.088.000
Cyprus,2003,CYP,1000355,20.548.239.360.000
Czechia,2003,CZE,10248039,196.738.662.400.000
Democratic Republic of Congo,2003,COD,53205640,25.228.486.656.000
Denmark,2003,DNK,5396355,215.532.699.648.000
Djibouti,2003,DJI,806412,1.344.454.912.000
Dominica,2003,DMA,68457,455.180.800.000
Dominican Republic,2003,DOM,8919857,63.562.706.944.000
Ecuador,2003,ECU,13301188,97.644.568.576.000
Egypt,2003,EGY,75963328,527.963.291.648.000
El Salvador,2003,SLV,6026854,35.029.540.864.000
Equatorial Guinea,2003,GNQ,789690,14.778.141.696.000
Eritrea,2003,ERI,2653393,
Estonia,2003,EST,1370663,26.485.059.584.000
Eswatini,2003,SWZ,1058808,5.518.729.216.000
Ethiopia,2003,ETH,73168848,53.892.042.752.000
Faeroe Islands,2003,FRO,47416,
Falkland Islands,2003,FLK,3187,
Fiji,2003,FJI,858306,
Finland,2003,FIN,5212991,180.407.926.784.000
France,2003,FRA,59728260,2.130.783.764.480.000
French Guiana,2003,GUF,186222,
French Polynesia,2003,PYF,263182,
Gabon,2003,GAB,1378406,14.717.086.720.000
Gambia,2003,GMB,1566263,2.172.586.752.000
Georgia,2003,GEO,4017826,28.539.744.256.000
Germany,2003,DEU,81346808,2.863.394.193.408.000
Ghana,2003,GHA,21329520,45.217.304.576.000
Gibraltar,2003,GIB,28320,
Greece,2003,GRC,11110488,264.671.526.912.000
Greenland,2003,GRL,56748,
Grenada,2003,GRD,108750,
Guadeloupe,2003,GLP,413448,
Guam,2003,GUM,163405,
Guatemala,2003,GTM,12570507,75.358.445.568.000
Guinea,2003,GIN,8772259,9.309.106.176.000
Guinea-Bissau,2003,GNB,1315670,1.522.869.248.000
Guyana,2003,GUY,760569,
Haiti,2003,HTI,8812248,13.072.601.088.000
Honduras,2003,HND,7201883,24.205.426.688.000
Hong Kong,2003,HKG,6886463,223.111.692.288.000
Hungary,2003,HUN,10118060,160.317.177.856.000
Iceland,2003,ISL,289806,9.816.636.416.000
India,2003,IND,1117415168,3.212.953.780.224.000
Indonesia,2003,IDN,223080128,1.309.811.277.824.000
Iran,2003,IRN,67954704,787.813.564.416.000
Iraq,2003,IRQ,27068826,100.983.889.920.000
Ireland,2003,IRL,3958706,177.045.291.008.000
Israel,2003,ISR,6475917,159.601.999.872.000
Italy,2003,ITA,57425176,1.944.748.163.072.000
Jamaica,2003,JAM,2651034,18.718.085.120.000
Japan,2003,JPN,127502352,4.294.503.825.408.000
Jordan,2003,JOR,5396122,43.096.850.432.000
Kazakhstan,2003,KAZ,15416709,197.584.060.416.000
Kenya,2003,KEN,33767120,67.617.075.200.000
Kiribati,2003,KIR,94316,
Kuwait,2003,KWT,2101512,107.858.198.528.000
Kyrgyzstan,2003,KGZ,5078276,17.135.749.120.000
Laos,2003,LAO,5689072,14.843.718.656.000
Latvia,2003,LVA,2294342,32.361.883.648.000
Lebanon,2003,LBN,4504807,42.758.062.080.000
Lesotho,2003,LSO,1993034,3.857.951.232.000
Liberia,2003,LBR,3085173,2.541.250.560.000
Libya,2003,LBY,5542650,70.475.227.136.000
Lithuania,2003,LTU,3469683,47.492.665.344.000
Luxembourg,2003,LUX,451351,23.425.226.752.000
Macao,2003,MAC,462538,
Madagascar,2003,MDG,17724310,20.521.011.200.000
Malawi,2003,MWI,12087968,11.173.209.088.000
Malaysia,2003,MYS,24739420,349.844.013.056.000
Maldives,2003,MDV,297232,
Mali,2003,MLI,12342167,15.730.793.472.000
Malta,2003,MLT,406926,8.525.085.184.000
Martinique,2003,MTQ,419148,
Mauritania,2003,MRT,2883328,5.603.752.960.000
Mauritius,2003,MUS,1242343,17.855.117.312.000
Mexico,2003,MEX,102429344,1.306.677.477.376.000
Micronesia (country),2003,FSM,111821,
Moldova,2003,MDA,4093984,14.513.543.168.000
Mongolia,2003,MNG,2516461,9.616.039.936.000
Montserrat,2003,MSR,4652,
Morocco,2003,MAR,29661272,159.964.561.408.000
Mozambique,2003,MOZ,19186758,20.673.806.336.000
Myanmar,2003,MMR,46924296,113.781.440.512.000
Namibia,2003,NAM,1915432,12.213.628.928.000
Nauru,2003,NRU,10365,
Nepal,2003,NPL,25682912,43.073.953.792.000
Netherlands,2003,NLD,16127574,629.605.990.400.000
Netherlands Antilles,2003,ANT,289739,
New Caledonia,2003,NCL,234693,
New Zealand,2003,NZL,4019944,115.145.211.904.000
Nicaragua,2003,NIC,5323064,15.599.451.136.000
Niger,2003,NER,12900793,9.108.179.968.000
Nigeria,2003,NGA,133119808,387.286.171.648.000
Niue,2003,NIU,1952,
North Korea,2003,PRK,23781706,40.352.083.968.000
North Macedonia,2003,MKD,2071150,16.692.704.256.000
Northern Mariana Islands,2003,MNP,74646,
Norway,2003,NOR,4565167,277.816.606.720.000
Oman,2003,OMN,2431603,63.766.302.720.000
Pakistan,2003,PAK,166876672,543.920.422.912.000
Palestine,2003,PSE,3384195,13.784.762.368.000
Panama,2003,PAN,3181620,31.009.619.968.000
Papua New Guinea,2003,PNG,6090987,
Paraguay,2003,PRY,5353260,33.147.164.672.000
Peru,2003,PER,27623344,173.800.882.176.000
Philippines,2003,PHL,82942840,374.041.673.728.000
Poland,2003,POL,38621536,541.817.896.960.000
Portugal,2003,PRT,10473345,246.137.470.976.000
Puerto Rico,2003,PRI,3825629,117.412.675.584.000
Qatar,2003,QAT,748535,39.744.811.008.000
Reunion,2003,REU,814991,
Romania,2003,ROU,21481322,199.208.615.936.000
Russia,2003,RUS,144946720,1.946.812.547.072.000
Rwanda,2003,RWA,8567993,9.366.090.752.000
Saint Helena,2003,SHN,5771,
Saint Kitts and Nevis,2003,KNA,46456,
Saint Lucia,2003,LCA,163060,1.185.932.160.000
Saint Pierre and Miquelon,2003,SPM,6228,
Saint Vincent and the Grenadines,2003,VCT,113119,
Samoa,2003,WSM,187455,
Sao Tome and Principe,2003,STP,153774,356.840.544.000
Saudi Arabia,2003,SAU,23150850,608.022.953.984.000
Senegal,2003,SEN,10434505,22.579.513.344.000
Serbia,2003,SRB,7887466,57.552.822.272.000
Seychelles,2003,SYC,83613,1.134.551.424.000
Sierra Leone,2003,SLE,5350917,5.165.014.528.000
Singapore,2003,SGP,4226417,171.018.076.160.000
Slovakia,2003,SVK,5374381,84.169.826.304.000
Slovenia,2003,SVN,1989413,46.254.137.344.000
Solomon Islands,2003,SLB,461226,
Somalia,2003,SOM,9758285,
South Africa,2003,ZAF,48104044,394.999.857.152.000
South Korea,2003,KOR,47539740,1.229.830.488.064.000
Spain,2003,ESP,42230268,1.254.542.540.800.000
Sri Lanka,2003,LKA,19303182,114.821.947.392.000
Sudan,2003,SDN,28188984,
Suriname,2003,SUR,503786,
Sweden,2003,SWE,8961506,326.406.144.000.000
Switzerland,2003,CHE,7330729,339.510.165.504.000
Syria,2003,SYR,17611356,121.572.827.136.000
Taiwan,2003,TWN,22593682,633.632.587.776.000
Tajikistan,2003,TJK,6672497,14.027.435.008.000
Tanzania,2003,TZA,37333916,50.559.131.648.000
Thailand,2003,THA,64776960,688.026.353.664.000
Timor,2003,TLS,926725,
Togo,2003,TGO,5421000,6.045.966.336.000
Tonga,2003,TON,104426,
Trinidad and Tobago,2003,TTO,1353552,29.582.759.936.000
Tunisia,2003,TUN,10193798,81.240.031.232.000
Turkey,2003,TUR,66867324,872.922.415.104.000
Turkmenistan,2003,TKM,4758992,30.907.439.104.000
Turks and Caicos Islands,2003,TCA,21764,
Tuvalu,2003,TUV,9693,
Uganda,2003,UGA,26354740,35.593.797.632.000
Ukraine,2003,UKR,47605644,335.257.370.624.000
United Arab Emirates,2003,ARE,3813452,221.794.893.824.000
United Kingdom,2003,GBR,59649800,2.050.645.557.248.000
United States,2003,USA,291109824,13.708.808.945.664.000
United States Virgin Islands,2003,VIR,107303,
Uruguay,2003,URY,3310204,37.483.122.688.000
Uzbekistan,2003,UZB,25905912,125.924.032.512.000
Vanuatu,2003,VUT,207274,
Venezuela,2003,VEN,25782032,291.683.467.264.000
Vietnam,2003,VNM,81475816,266.926.604.288.000
Western Sahara,2003,ESH,311190,
Yemen,2003,YEM,20188800,87.091.593.216.000
Zambia,2003,ZMB,10837971,19.282.919.424.000
Zimbabwe,2003,ZWE,12075835,20.951.998.464.000
Afghanistan,2004,AFG,23553554,22.332.571.648.000
Albania,2004,ALB,3062629,19.587.880.960.000
Algeria,2004,DZA,32510184,296.773.615.616.000
American Samoa,2004,ASM,57653,
Angola,2004,AGO,18771128,41.307.009.024.000
Antarctica,2004,ATA,,
Antigua and Barbuda,2004,ATG,78955,
Argentina,2004,ARG,38668796,552.377.778.176.000
Armenia,2004,ARM,3065748,21.350.940.672.000
Aruba,2004,ABW,93554,
Australia,2004,AUS,19925060,809.419.735.040.000
Austria,2004,AUT,8171215,303.786.426.368.000
Azerbaijan,2004,AZE,8556168,50.107.478.016.000
Bahamas,2004,BHS,343097,
Bahrain,2004,BHR,833454,19.587.602.432.000
Bangladesh,2004,BGD,138789728,260.420.370.432.000
Barbados,2004,BRB,268514,3.369.967.104.000
Belarus,2004,BLR,9999713,114.486.460.416.000
Belgium,2004,BEL,10456164,372.527.267.840.000
Belize,2004,BLZ,272141,
Benin,2004,BEN,7894558,14.599.812.096.000
Bermuda,2004,BMU,62759,
Bhutan,2004,BTN,649995,
Bolivia,2004,BOL,9216282,38.524.473.344.000
Bosnia and Herzegovina,2004,BIH,4142858,31.229.566.976.000
Botswana,2004,BWA,1859087,16.721.032.192.000
Brazil,2004,BRA,184722048,2.036.566.851.584.000
British Virgin Islands,2004,VGB,22740,
Brunei,2004,BRN,360472,
Bulgaria,2004,BGR,7865314,85.445.484.544.000
Burkina Faso,2004,BFA,13445981,16.718.429.184.000
Burundi,2004,BDI,7120502,5.086.686.720.000
Cambodia,2004,KHM,13016377,25.709.400.064.000
Cameroon,2004,CMR,16809406,39.050.518.528.000
Canada,2004,CAN,31911670,1.267.051.659.264.000
Cape Verde,2004,CPV,486591,2.022.409.344.000
Cayman Islands,2004,CYM,45311,
Central African Republic,2004,CAF,4115146,3.659.297.536.000
Chad,2004,TCD,9613509,11.032.176.640.000
Chile,2004,CHL,16017966,262.973.259.776.000
China,2004,CHN,1296816768,7.830.953.263.104.000
Colombia,2004,COL,41648272,376.905.891.840.000
Comoros,2004,COM,581161,755.848.576.000
Congo,2004,COG,3543018,15.504.126.976.000
Cook Islands,2004,COK,15135,
Costa Rica,2004,CRI,4252803,41.880.821.760.000
Cote d'Ivoire,2004,CIV,18544900,44.320.833.536.000
Croatia,2004,HRV,4443351,67.606.573.056.000
Cuba,2004,CUB,11225296,51.357.048.832.000
Cyprus,2004,CYP,1018688,21.687.285.760.000
Czechia,2004,CZE,10261003,209.118.199.808.000
Democratic Republic of Congo,2004,COD,54815608,27.653.537.792.000
Denmark,2004,DNK,5415583,222.551.113.728.000
Djibouti,2004,DJI,818380,1.377.810.048.000
Dominica,2004,DMA,68591,475.394.400.000
Dominican Republic,2004,DOM,9043135,65.495.216.128.000
Ecuador,2004,ECU,13534598,106.398.015.488.000
Egypt,2004,EGY,77522424,560.813.244.416.000
El Salvador,2004,SLV,6035653,36.185.186.304.000
Equatorial Guinea,2004,GNQ,826368,18.414.356.480.000
Eritrea,2004,ERI,2763143,
Estonia,2004,EST,1362489,27.701.385.216.000
Eswatini,2004,SWZ,1065776,5.696.421.888.000
Ethiopia,2004,ETH,75301024,55.845.388.288.000
Faeroe Islands,2004,FRO,48008,
Falkland Islands,2004,FLK,3209,
Fiji,2004,FJI,866699,
Finland,2004,FIN,5228143,187.631.845.376.000
France,2004,FRA,60108436,2.196.565.655.552.000
French Guiana,2004,GUF,193709,
French Polynesia,2004,PYF,267135,
Gabon,2004,GAB,1417115,15.597.621.248.000
Gambia,2004,GMB,1612237,2.391.385.088.000
Georgia,2004,GEO,3988861,30.055.133.184.000
Germany,2004,DEU,81266672,2.929.753.849.856.000
Ghana,2004,GHA,21906448,47.687.385.088.000
Gibraltar,2004,GIB,28743,
Greece,2004,GRC,11115089,280.566.759.424.000
Greenland,2004,GRL,56888,
Grenada,2004,GRD,109529,
Guadeloupe,2004,GLP,408632,
Guam,2004,GUM,164022,
Guatemala,2004,GTM,12852433,78.110.564.352.000
Guinea,2004,GIN,8961046,9.645.747.200.000
Guinea-Bissau,2004,GNB,1347012,1.573.921.408.000
Guyana,2004,GUY,760428,
Haiti,2004,HTI,8961495,12.808.948.736.000
Honduras,2004,HND,7383408,25.910.108.160.000
Hong Kong,2004,HKG,6915997,240.644.194.304.000
Hungary,2004,HUN,10094499,171.776.475.136.000
Iceland,2004,ISL,292364,10.571.340.800.000
India,2004,IND,1136264576,3.454.210.932.736.000
Indonesia,2004,IDN,225938592,1.381.839.929.344.000
Iran,2004,IRN,69061680,859.884.224.512.000
Iraq,2004,IRQ,27858950,166.055.247.872.000
Ireland,2004,IRL,4031961,191.105.269.760.000
Israel,2004,ISR,6595990,167.111.835.648.000
Italy,2004,ITA,57860664,1.989.364.940.800.000
Jamaica,2004,JAM,2664027,18.987.051.008.000
Japan,2004,JPN,127671288,4.386.537.340.928.000
Jordan,2004,JOR,5532426,47.416.274.944.000
Kazakhstan,2004,KAZ,15521921,217.713.229.824.000
Kenya,2004,KEN,34791836,72.070.029.312.000
Kiribati,2004,KIR,96239,
Kuwait,2004,KWT,2153485,125.773.627.392.000
Kyrgyzstan,2004,KGZ,5137043,18.155.683.840.000
Laos,2004,LAO,5768170,16.000.772.096.000
Latvia,2004,LVA,2263453,34.792.599.552.000
Lebanon,2004,LBN,4574799,48.734.072.832.000
Lesotho,2004,LSO,1985386,3.857.815.808.000
Liberia,2004,LBR,3122448,2.286.431.744.000
Libya,2004,LBY,5687561,79.415.615.488.000
Lithuania,2004,LTU,3422593,50.600.710.144.000
Luxembourg,2004,LUX,457798,24.177.319.936.000
Macao,2004,MAC,475536,
Madagascar,2004,MDG,18250776,21.848.336.384.000
Malawi,2004,MWI,12411343,11.727.015.936.000
Malaysia,2004,MYS,25333250,376.296.144.896.000
Maldives,2004,MDV,302142,
Mali,2004,MLI,12751997,15.828.927.488.000
Malta,2004,MLT,408805,8.566.343.168.000
Martinique,2004,MTQ,410136,
Mauritania,2004,MRT,2946583,6.050.710.528.000
Mauritius,2004,MUS,1250388,18.301.759.488.000
Mexico,2004,MEX,103945816,1.373.060.333.568.000
Micronesia (country),2004,FSM,111447,
Moldova,2004,MDA,4046998,15.302.827.008.000
Mongolia,2004,MNG,2537955,11.156.312.064.000
Montserrat,2004,MSR,4682,
Morocco,2004,MAR,30033124,167.760.838.656.000
Mozambique,2004,MOZ,19694412,20.561.729.536.000
Myanmar,2004,MMR,47338444,127.115.616.256.000
Namibia,2004,NAM,1939405,13.656.686.592.000
Nauru,2004,NRU,10356,
Nepal,2004,NPL,26003970,45.033.771.008.000
Netherlands,2004,NLD,16196036,646.099.697.664.000
Netherlands Antilles,2004,ANT,292853,
New Caledonia,2004,NCL,238656,
New Zealand,2004,NZL,4081415,120.376.942.592.000
Nicaragua,2004,NIC,5386220,16.722.814.976.000
Niger,2004,NER,13366889,9.043.672.064.000
Nigeria,2004,NGA,136756848,438.818.996.224.000
Niue,2004,NIU,1914,
North Korea,2004,PRK,23948936,41.171.423.232.000
North Macedonia,2004,MKD,2075879,17.567.377.408.000
Northern Mariana Islands,2004,MNP,71917,
Norway,2004,NOR,4592284,297.704.030.208.000
Oman,2004,OMN,2468860,68.446.281.728.000
Pakistan,2004,PAK,170648624,592.025.878.528.000
Palestine,2004,PSE,3460130,14.801.525.760.000
Panama,2004,PAN,3243310,33.428.600.832.000
Papua New Guinea,2004,PNG,6293174,
Paraguay,2004,PRY,5416327,34.604.900.352.000
Peru,2004,PER,27893914,182.906.372.096.000
Philippines,2004,PHL,84607504,402.137.743.360.000
Poland,2004,POL,38596040,575.083.577.344.000
Portugal,2004,PRT,10501523,251.574.779.904.000
Puerto Rico,2004,PRI,3817033,122.888.175.616.000
Qatar,2004,QAT,777951,52.481.273.856.000
Reunion,2004,REU,824523,
Romania,2004,ROU,21289292,222.641.553.408.000
Russia,2004,RUS,144353648,2.135.166.287.872.000
Rwanda,2004,RWA,8791855,9.814.557.696.000
